method,family,snr_db,seed,ss_mse,ss_mse_db,ep_mse,conv_time,inference_time_ms
NLMS,time_varying,15.0,2,0.04728758519127166,-13.252528632831243,0.07675156554598335,1110,7.03497500217054
NLMS,time_varying,15.0,3,0.1895645993434159,-7.222427626985912,0.10632742526445636,578,7.119185000192374
NLMS,time_varying,15.0,4,0.017136842342033966,-17.660691987099025,0.08449916492623201,100,7.086857003741898
NLMS,time_varying,20.0,0,0.05324595729278867,-12.73713360502364,0.037681239202626955,100,7.1817879943409935
NLMS,time_varying,20.0,1,0.050069860755001416,-13.004236163699009,0.042011309344457855,134,7.162238005548716
NLMS,time_varying,20.0,2,0.04728758519127166,-13.252528632831243,0.07675156554598335,1110,7.339866999245714
NLMS,time_varying,20.0,3,0.1895645993434159,-7.222427626985912,0.10632742526445636,578,7.134510997275356
NLMS,time_varying,20.0,4,0.017136842342033966,-17.660691987099025,0.08449916492623201,100,7.172219004132785
NLMS,regime_switch,0.0,0,0.014914082076603458,-18.26403471158725,0.190382144335867,1606,7.002908001595642
NLMS,regime_switch,0.0,1,0.24195912595931376,-6.162579929830796,0.12122760903016726,100,7.106413002475165
NLMS,regime_switch,0.0,2,0.05251356068639459,-12.797285333324515,0.071335476012074,1047,7.175658996857237
NLMS,regime_switch,0.0,3,0.04050776136880508,-13.924617571028794,0.06906128587504998,477,7.02717799867969
NLMS,regime_switch,0.0,4,0.027495155987322804,-15.607438120913706,0.034341203113845545,258,6.994242998189293
NLMS,regime_switch,5.0,0,0.014914082076603458,-18.26403471158725,0.190382144335867,1606,7.037871997454204
NLMS,regime_switch,5.0,1,0.24195912595931376,-6.162579929830796,0.12122760903016726,100,6.968116002099123
NLMS,regime_switch,5.0,2,0.05251356068639459,-12.797285333324515,0.071335476012074,1047,6.898286999785341
NLMS,regime_switch,5.0,3,0.04050776136880508,-13.924617571028794,0.06906128587504998,477,7.0929290013737045
NLMS,regime_switch,5.0,4,0.027495155987322804,-15.607438120913706,0.034341203113845545,258,7.179084997915197
NLMS,regime_switch,15.0,0,0.014914082076603458,-18.26403471158725,0.190382144335867,1606,6.879856999148615
NLMS,regime_switch,15.0,1,0.24195912595931376,-6.162579929830796,0.12122760903016726,100,6.928777002030984
NLMS,regime_switch,15.0,2,0.05251356068639459,-12.797285333324515,0.071335476012074,1047,7.153491998906247
NLMS,regime_switch,15.0,3,0.04050776136880508,-13.924617571028794,0.06906128587504998,477,6.883804999233689
NLMS,regime_switch,15.0,4,0.027495155987322804,-15.607438120913706,0.034341203113845545,258,7.016314004431479
NLMS,regime_switch,20.0,0,0.014914082076603458,-18.26403471158725,0.190382144335867,1606,7.058528004563414
NLMS,regime_switch,20.0,1,0.24195912595931376,-6.162579929830796,0.12122760903016726,100,6.958034995477647
NLMS,regime_switch,20.0,2,0.05251356068639459,-12.797285333324515,0.071335476012074,1047,7.110555998224299
NLMS,regime_switch,20.0,3,0.04050776136880508,-13.924617571028794,0.06906128587504998,477,7.261291000759229
NLMS,regime_switch,20.0,4,0.027495155987322804,-15.607438120913706,0.034341203113845545,258,7.0819400061736815
